Record Number,pH (pouvoir hydrogene)
618,5.852073161
619,5.516467331
620,6.056617825
621,4.820970958
622,4.76990359
623,4.512772888
624,5.90781396
625,4.707901785
626,5.32096464
627,4.62551565
628,5.823592828
629,5.164553667
630,4.811292228
631,5.444359327
632,5.142395909
633,5.968560811
634,4.797752755
635,5.976425748
636,5.798099072
637,5.413880634
638,5.763607886
639,4.789125703
640,5.49697408
641,4.684168693
642,5.187731143
643,5.83662017
644,5.070365084
645,5.041512198
646,5.024620586
647,5.417106567
648,6.025435821
649,5.592736018
650,5.459970532
651,5.674024617
652,5.405158863
653,5.845299305
654,5.689204881
655,5.10028581
656,6.229639489
657,4.724796268
658,4.549164204
659,5.766849441
660,5.722782909
661,5.499244244
662,4.645573335
663,6.190940194
664,6.287199407
665,5.116731288
666,5.225346203
667,5.252735242
668,6.077289641
669,4.854568458
670,5.25109135
671,5.685395768
672,5.14605142
673,5.375631986
674,6.185300994
675,6.235882893
676,5.648257066
677,4.868321799
678,4.580168185
679,5.544648495
680,5.23879475
681,4.673820862
682,4.842108949
683,4.743076978
684,5.719669673
685,5.937956699
686,6.321116322
687,5.233283174
688,5.632179257
689,5.205075924
690,5.553280816
691,5.742189524
692,5.652338365
693,5.002559763
694,5.88638368
695,5.290118679
696,6.154989347
697,5.123166461
698,5.050593714
699,4.752696659
700,5.47188099
701,5.516336722
702,5.920963647
703,5.49568752
704,5.922449764
705,4.587490167
706,5.934014631
707,5.871272573
708,6.126232186
709,5.81860795
710,5.553057639
711,5.315159018
712,5.261239948
713,4.979801064
714,4.906916883
715,4.973336607
716,5.5593815
717,5.230189705
718,5.548252301
719,5.864377812
720,5.372528232
721,4.709875398
722,5.353541064
723,5.184247279
724,5.954007847
725,6.394144428
726,5.489709311
727,6.041798032
728,4.728020417
729,4.962801854
730,5.063680769
731,5.289593018
732,5.221161533
733,5.345480604
734,5.295389778
735,6.057539536
736,5.958835005
737,6.099907502
738,5.26492217
739,4.729183634
740,4.89210356
741,4.988719307
742,6.14389617
743,4.960762856
744,4.63455494
745,4.891684406
746,5.741530362
747,4.710212033
748,5.687929228
749,5.771304013
750,5.952018554
751,4.996715976
752,5.719093978
753,5.296217962
754,6.135565675
755,4.928555566
756,5.935265986
757,5.053467957
758,5.681567072
759,6.065179789
760,5.019797328
761,5.629283849
762,5.4976931
763,6.17530374
764,6.322244158
765,5.729844678
766,6.068007343
767,4.502906302
768,5.015064969
769,6.377270267
770,5.670034339
771,5.228499157
772,5.017713701
773,6.182553665
774,4.643296773
775,6.380247784
776,5.33731058
777,4.833876755
778,5.280092386
779,6.101440691
780,5.786272177
781,4.574997364
782,4.661073201
783,4.820062096
784,5.85066909
785,5.593105668
786,5.128684423
787,4.941751721
788,4.726434577
789,5.730340096
790,5.430782072
791,5.427021299
792,6.166853691
793,5.283866338
794,5.834511511
795,4.999251732
796,4.602039307
797,6.121349087
798,5.19636285
799,6.29645149
800,4.633642045
801,5.614654338
802,4.619043905
803,6.02298496
804,4.844963346
805,5.816253801
806,6.15927298
807,5.647935383
808,5.953022218
809,6.082371979
810,5.939575498
811,4.835298566
812,4.66881426
813,4.5183607
814,4.819646782
815,5.000983572
816,5.16783549
817,5.079679708
818,6.173800161
819,5.839856686
820,5.266058004
821,4.977700889
822,5.054906905
823,6.221851047
824,5.473983491
825,6.16035544
826,6.324250203
827,6.178721453
828,6.272856976
829,4.851867303
830,5.276821285
831,5.625898804
832,6.095087517
833,4.613524459
834,5.192094457
835,5.775145405
836,5.850327222
837,4.565883735
838,5.244736402
839,5.813776188
840,5.655045049
841,6.398055596
842,5.793241653
843,5.58732335
844,5.504822447
845,5.121788425
846,5.551518165
847,5.185617627
848,6.123975058
849,5.347026897
850,5.905623078
851,5.459138423
852,6.237705868
853,6.264394149
854,5.183198272
855,4.9862002
856,5.474023237
857,5.605348141
858,4.868961415
859,6.203107015
860,5.979201343
861,4.980200477
862,6.399455733
863,5.274644641
864,5.250385592
865,6.14649098
866,5.445366844
867,5.780406825
868,4.621745723
869,4.664197387
870,5.15430908
871,4.848714564
872,4.618607851
873,5.430497722
874,4.671241425
875,5.497729677
876,4.865417987
877,5.519316644
878,6.249938637
879,5.430097983
880,6.069205932
881,6.358125178
882,6.316701049
883,5.319719749
884,4.7237266
885,5.618112253
886,4.709303118
887,5.254508239
888,5.787525582
889,5.732970199
890,4.996580138
891,5.833157095
892,5.500808292
893,5.041989761
894,5.67196348
895,5.53241689
896,5.551933647
897,4.541551909
898,5.847459933
899,5.449506955
900,5.723689146
901,5.808181557
902,4.648231603
903,4.746159114
904,6.159753483
905,5.509689245
906,4.693629314
907,6.178866736
908,4.763750235
909,6.206701039
910,6.162599994
911,5.522163552
912,4.882795159
913,5.20323891
914,4.738276589
915,6.200701616
916,5.908713579
917,5.822885968
918,5.585536187
919,4.54287114
920,5.452841991
921,6.137718506
922,4.908034547
923,5.264440828
924,6.237340634
925,6.283885145
926,4.78458335
927,5.835131901
928,5.633231756
929,5.067579708
930,5.568333149
931,6.310174477
932,5.961043384
933,5.694883313
934,4.791502738
935,5.648492594
936,5.504089507
937,5.352266235
938,4.515568091
939,6.264255758
940,4.908663231
941,5.314631571
942,5.002848588
943,5.17115043
944,5.924151754
945,5.997879138
946,5.344828693
947,5.755242543
948,6.362224251
949,4.949112269
950,5.841060392
951,5.020800668
952,4.869450724
953,5.49273543
954,6.334043661
955,4.991355279
956,5.205765618
957,6.261968736
958,4.72966296
959,4.597613125
960,5.619568326
961,4.718109877
962,6.365690641
963,4.680098121
964,5.121910313
965,5.311675659
966,5.682042978
967,5.588408931
968,4.881656642
969,4.774079809
970,5.162406427
971,6.279919284
972,5.150490477
973,4.56321132
974,4.827578388
975,5.443899511
976,5.362462321
977,4.828344836
978,6.137849314
979,4.787478952
980,5.633404532
981,5.300586162
982,5.965307067
983,5.906485703
984,6.346006003
985,5.602180521
986,5.579315985
987,5.408253578
988,5.156070553
989,5.683869656
990,5.565150796
991,6.21411149
992,4.7645355
993,5.793068562
994,5.438502783
995,4.889786118
996,5.439270941
997,6.371186828
998,5.946528862
999,5.610574656
1000,5.34887947
1001,6.236410666
1002,5.697833471
1003,5.222482081
1004,5.843714028
1005,6.03788805
1006,4.873807314
1007,5.700586586
1008,5.302344244
1009,5.014491035
1010,5.756028803
1011,5.073667146
1012,6.160020708
1013,6.024949267
1014,5.124045691
1015,6.141013161
1016,4.964071829
1017,6.25522397
1018,5.504847104
1019,4.895125912
1020,6.100531459
1021,6.363594311
1022,5.639851017
1023,5.078593989
1024,5.556782029
1025,5.013788434
1026,5.626320834
1027,4.831911906
1028,5.290829034
1029,5.142834556
1030,4.528768881
1031,5.300157905
1032,5.388933325
1033,6.345029183
1034,5.924966753
1035,6.367375525
1036,4.758229439
1037,6.283123065
1038,6.321673942
1039,6.016782805
1040,6.122212755
1041,5.84885465
1042,5.683152922
1043,4.554654892
1044,4.721533135
1045,4.86170371
1046,4.939580219
1047,4.518263759
1048,6.108792717
1049,5.417129595
1050,6.100090567
1051,5.241681503
1052,5.03404535
1053,4.53978074
1054,5.901611341
1055,6.227868575
1056,5.195822307
1057,6.161348875
1058,5.43148241
1059,5.936968105
1060,5.51427765
1061,6.260502887
1062,5.562638648
1063,5.387630865
1064,4.91527195
1065,5.810942234
1066,5.273342917
1067,5.641509888
1068,6.315256612
1069,5.630858132
1070,5.595709825
1071,5.898396686
1072,4.575133397
1073,6.357741557
1074,5.788558711
1075,4.759360587
1076,5.458069376
1077,5.332751223
1078,5.120001953
1079,6.315929896
1080,6.085766723
1081,5.467396114
1082,4.792479511
1083,5.153773496
1084,6.39395407
1085,5.513433514
1086,6.211743718
1087,5.036730081
1088,5.54192395
1089,5.290618684
1090,5.243534884
1091,4.862357358
1092,4.983801061
1093,5.149652236
1094,6.030236582
1095,5.560212867
1096,5.197959824
1097,5.359901631
1098,4.690926026
1099,5.863791479
1100,5.612317235
1101,5.438558884
1102,5.563436574
1103,5.51724854
1104,5.838752023
1105,6.123733556
1106,5.209761017
1107,6.272688965
1108,5.209775065
1109,4.722788739
1110,4.903960213
1111,5.135848711
1112,5.487005182
1113,6.361640914
1114,5.21004101
1115,5.13711173
1116,4.578851889
1117,4.975146175
1118,5.595446202
1119,4.748749799
1120,5.391871929
1121,5.330498424
1122,5.21489023
1123,4.537312224
1124,4.693157474
1125,4.976781214
1126,5.388181002
1127,5.368087626
1128,6.379982801
1129,6.055272443
1130,4.705451703
1131,4.894627554
1132,4.548295901
1133,5.015170852
1134,5.067610271
1135,5.060783186
1136,4.724859219
1137,4.510847484
1138,6.269120226
1139,5.126572359
1140,6.09431409
1141,5.186411384
1142,8.152783928
1143,7.38693073
1144,7.191852513
1145,7.902167672
1146,6.781802409
1147,8.382476525
1148,7.526370401
1149,8.469000778
1150,8.465931141
1151,6.600306632
1152,8.116138205
1153,8.3293011
1154,7.923245655
1155,7.275992161
1156,7.73401357
1157,7.014733688
1158,6.749087811
1159,7.128576689
1160,8.283341466
1161,7.002106825
1162,6.968658358
1163,6.536360622
1164,7.533715358
1165,7.362593838
1166,8.230200146
1167,8.25783299
1168,7.029034669
1169,7.5677621
1170,6.729808484
1171,6.61472198
1172,8.309716721
1173,8.48547593
1174,6.930638095
1175,7.271028984
1176,7.220296196
1177,6.670737289
1178,8.09828235
1179,7.368420823
1180,8.405973702
1181,8.320307969
1182,6.999030996
1183,7.123914389
1184,8.304855156
1185,7.543105554
1186,6.60445994
1187,6.8135151
1188,8.443074451
1189,7.758692497
1190,6.798240336
1191,6.86145227
1192,6.690815309
1193,7.767082631
1194,8.190880675
1195,7.292162034
1196,8.052184285
1197,6.744603776
1198,7.851801788
1199,8.421280133
1200,7.48519554
1201,7.67776361
1202,7.614411908
1203,6.631883997
1204,8.02309936
1205,7.075621137
1206,6.713388405
1207,6.597189999
1208,7.251138311
1209,7.171819936
1210,7.578551757
1211,6.777582097
1212,7.384376581
1213,8.295235024
1214,8.075897637
1215,7.313378856
1216,7.62538397
1217,7.21995709
1218,7.335405893
1219,6.590012083
1220,6.820902714
1221,7.847252147
1222,7.98842658
1223,7.585226679
1224,6.516430459
1225,7.073234093
1226,7.039246081
1227,8.132927809
1228,6.538751099
1229,7.692332123
1230,8.060232147
1231,7.239966527
1232,6.915102606
1233,7.379657357
1234,6.505441862
1235,8.082414529
1236,8.027936485
1237,6.77260006
1238,8.416412338
1239,7.110476691
1240,6.808013073
1241,7.416502613
1242,7.32145168
1243,7.257862678
1244,8.082472823
1245,6.698738273
1246,7.563632456
1247,7.365682856
1248,8.301226548
1249,6.537758811
1250,7.466114075
1251,6.588543847
1252,6.994190484
1253,7.800300297
1254,7.645573053
1255,7.015132092
1256,7.75282561
1257,8.462934017
1258,6.768063802
1259,8.23273277
1260,7.666557249
1261,6.751929374
1262,8.021279503
1263,7.478398536
1264,7.71051273
1265,6.994360084
1266,7.364514981
1267,6.887486206
1268,7.385965508
1269,6.880361075
1270,6.99036401
1271,6.997251151
1272,7.049984774
1273,8.0842004
1274,7.788173918
1275,6.832809223
1276,7.979233645
1277,6.788441743
1278,6.639566336
1279,7.439406489
1280,6.902733658
1281,7.151827316
1282,7.429411885
1283,8.223363904
1284,7.117519795
1285,7.752485276
1286,7.966213511
1287,6.621259794
1288,7.565033545
1289,8.481709804
1290,6.914373973
1291,6.873160619
1292,8.015069078
1293,7.922107449
1294,7.716346551
1295,8.287261412
1296,6.993823082
1297,8.138942726
1298,8.012404825
1299,7.557400238
1300,7.872350431
1301,6.850846817
1302,8.361142928
1303,8.14435909
1304,7.149628104
1305,6.672407522
1306,6.85196819
1307,8.019719288
1308,6.675767439
1309,7.296200111
1310,8.331469922
1311,8.134790878
1312,6.700288316
1313,6.713172799
1314,6.528432975
1315,7.164803673
1316,7.139719856
1317,6.674639852
1318,6.576359708
1319,8.492235392
1320,6.614269575
1321,6.840866907
1322,7.969921618
1323,7.19843698
1324,6.771516913
1325,8.153174285
1326,8.010754535
1327,7.538740607
1328,7.478030366
1329,8.412151219
1330,8.308788984
1331,7.348705093
1332,7.664401073
1333,6.712591666
1334,7.26149217
1335,8.282132624
1336,6.693479954
1337,7.027200429
1338,6.817898541
1339,6.807128582
1340,8.126824008
1341,7.896083878
1342,7.318019476
1343,8.298370004
1344,7.232844235
1345,6.908799649
1346,6.86281534
1347,6.96418356
1348,6.808282812
1349,8.451584777
1350,7.726086209
1351,7.226552183
1352,8.404083786
1353,8.466062244
1354,6.719743223
1355,7.840189813
1356,6.674864714
1357,8.46229186
1358,6.611858031
1359,7.46432147
1360,8.484184282
1361,7.929180268
1362,6.503470438
1363,6.918621092
1364,7.258514526
1365,7.87216767
1366,8.168455472
1367,7.077720543
1368,8.016155344
1369,6.871591508
1370,7.944098548
1371,8.39238894
1372,7.384517824
1373,7.848149121
1374,7.424477593
1375,8.0868192
1376,6.51933955
1377,7.864758093
1378,6.683965922
1379,8.291621883
1380,7.770366092
1381,6.709321396
1382,7.29934399
1383,7.528727561
1384,8.339185497
1385,8.435231692
1386,7.823205813
1387,6.709284043
1388,6.571329419
1389,7.006710776
1390,8.042534237
1391,8.435904839
1392,7.577357714
1393,6.767322861
1394,6.601686576
1395,7.824407185
1396,7.446984501
1397,8.272053897
1398,8.166218368
1399,7.427383665
1400,8.339111129
1401,7.802295326
1402,6.68843801
1403,6.721473405
1404,7.530114288
1405,8.286660145
1406,7.783100408
1407,8.001520097
1408,7.749780281
1409,7.274567285
1410,6.719386444
1411,6.602408104
1412,7.709700852
1413,7.156269321
1414,6.577921678
1415,8.298938342
1416,8.002423605
1417,7.407073503
1418,7.087596738
1419,6.752639686
1420,7.259951619
1421,7.574575043
1422,7.348877638
1423,8.285408632
1424,7.518219108
1425,7.274380165
1426,6.961317591
1427,6.678734841
1428,6.938348713
1429,8.193716471
1430,8.075257272
1431,7.999820246
1432,7.901361528
1433,6.794120658
1434,6.901823961
1435,7.897451636
1436,7.792924176
1437,6.922536758
1438,7.263796485
1439,7.312504599
1440,7.404849786
1441,8.425284478
1442,6.9637568
1443,8.342969689
1444,7.736297236
1445,7.181124886
1446,7.166118364
1447,6.841644691
1448,6.73265918
1449,8.161606959
1450,7.312689215
1451,6.998497466
1452,8.490974213
1453,7.447851008
1454,6.813688073
1455,8.320208603
1456,6.713063266
1457,6.841278778
1458,7.414206455
1459,8.370091416
1460,7.378480223
1461,7.120655858
1462,8.487366078
1463,7.972143386
1464,6.830599726
1465,6.638770233
1466,8.253014247
1467,8.160663519
1468,7.626240317
1469,7.96715921
1470,6.65732443
1471,7.071924936
1472,6.764191663
1473,6.97651363
1474,6.551961913
1475,7.851708931
1476,8.383959669
1477,6.521261342
1478,6.898004915
1479,8.265716075
1480,6.69121589
1481,8.0691576
1482,8.029325961
1483,7.666809443
1484,8.128157602
1485,7.357063578
1486,6.989350709
1487,7.448544717
1488,7.186384319
1489,6.594912293
1490,6.883653745
1491,7.195478073
1492,7.977694151
1493,7.320021806
1494,7.721725032
1495,6.762198134
1496,8.386078096
1497,8.155630751
1498,8.027071187
1499,7.821048149
1500,8.197433794
1501,6.848670116
1502,7.901304606
1503,6.5359007
1504,7.967010089
1505,8.236504218
1506,7.867151375
1507,6.758768886
1508,7.189630379
1509,8.408105455
1510,7.132945305
1511,7.114756806
1512,7.111661296
1513,6.736267597
1514,7.048121252
1515,8.111762081
1516,8.245028754
1517,6.997801084
1518,6.586642226
1519,8.088276544
1520,8.21834747
1521,7.823228012
1522,8.412774687
1523,6.511110496
1524,7.905192011
1525,7.672762731
1526,7.923129713
1527,8.445157072
1528,7.422731913
1529,7.335271102
1530,6.553981385
1531,7.238932419
1532,7.32934341
1533,7.930117879
1534,6.516866372
1535,7.261846228
1536,6.892156502
1537,7.084548206
1538,7.373200959
1539,7.741394262
1540,7.963279768
1541,8.383131625
1542,7.121270458
1543,6.527968394
1544,7.139769844
1545,6.515153614
1546,7.127450242
1547,8.365460176
1548,7.985960059
1549,7.125306051
1550,7.840280595
1551,7.874212779
1552,7.898062524
1553,8.153865686
1554,6.958555968
1555,7.884879457
1556,8.481557475
1557,8.115879325
1558,6.716727865
1559,6.528028945
1560,6.930003217
1561,6.684048976
1562,8.043509288
1563,8.040316028
1564,7.718285631
1565,8.137728116
1566,7.94322816
1567,7.087458513
1568,8.288922931
1569,6.931606889
1570,6.749056652
1571,8.427391204
1572,7.698418905
1573,8.400243307
1574,7.645465452
1575,8.1815526
1576,6.594078112
1577,7.896238323
1578,8.303818213
1579,8.432150909
1580,7.842894209
1581,7.194552175
1582,7.015027816
1583,6.720779301
1584,8.454414066
1585,6.800575097
1586,6.541866018
1587,6.934523144
1588,7.275515659
1589,8.111941145
1590,7.53249253
1591,8.381921341
1592,7.348294626
1593,7.078241918
1594,6.63592299
1595,8.190128098
1596,7.677263512
1597,7.214191765
1598,7.748963369
1599,7.177777509
1600,7.485035974
1601,8.048862033
1602,7.302128624
1603,7.165904315
1604,6.601070943
1605,6.882464174
1606,7.331266486
1607,7.781263848
1608,6.772252993
1609,7.507823299
1610,7.578939267
1611,7.010143932
1612,6.651255623
1613,7.168472018
1614,6.576354587
1615,7.80856318
1616,8.053015015
1617,6.89231139
1618,8.475182298
1619,7.036168742
1620,8.352888126
1621,6.602083111
1622,7.453436108
1623,6.969459142
1624,7.593451576
1625,7.465335811
1626,6.688368934
1627,7.321402486
1628,6.966298697
1629,6.723448961
1630,7.125829742
1631,8.193175938
1632,6.815891233
1633,6.774058577
1634,8.182011999
1635,6.885983724
1636,6.658055251
1637,7.310616551
1638,7.966881022
1639,6.682881301
1640,7.312876842
1641,6.712622038
1642,6.781728305
1643,6.644182564
1644,8.196874706
1645,7.111863735
1646,6.547450455
1647,6.800102654
1648,7.606272554
1649,7.758820452
1650,7.81455325
1651,7.748174539
1652,8.08054837
1653,7.969038714
1654,7.707602343
1655,7.754122893
1656,6.671673101
1657,7.643897599
1658,7.422670577
1659,7.589958491
1660,7.781973383
1661,7.573254522
1662,7.027518844
